pos_A,ratio_peak_speed,pos_D,formation_offensiveness,is_home_int,subbed_int,ratio_shots_top_third,jersey_number,minute_in,ratio_distance,cumul_mean_max_speed
0,3.8406374501992033,0,17,0,1,0.0,7,1,1.3885624045356877,6.419
0,3.2400455062571107,0,17,0,0,0.0,8,1,1.4256638506579091,6.418
1,3.350293542074364,0,17,0,1,4.0,9,1,1.2874209416725229,6.905
0,3.0592964824120608,0,17,0,0,4.0,10,1,0.8584839328810596,6.826
0,4.0,0,17,0,1,4.0,19,1,1.5529859883009114,6.828
0,4.0,0,17,0,0,0.0,20,1,1.3228029060229671,6.875
0,4.666666666666667,1,19,1,0,0.0,2,1,1.1155503329416372,6.64
0,3.938053097345133,1,19,1,0,0.0,3,1,0.4998115949830435,6.421
0,4.659090909090909,1,19,1,0,0.0,4,1,1.2191077134651944,6.27
0,5.0,0,19,1,0,0.0,6,1,1.337909528,6.624
0,3.8950892857142856,0,19,1,0,0.0,7,1,0.6491255836037034,6.807
0,4.072727272727273,0,19,1,0,0.0,8,1,0.6594524947714371,6.453
1,5.0,0,19,1,1,0.0,11,1,1.2694445894451116,7.114
0,1.7053087757313108,1,19,1,0,0.0,13,46,1.316425019847073,6.759
1,1.0666666666666669,0,19,1,0,0.0,20,60,1.0666666666666669,7.173
1,1.0666666666666669,0,19,1,0,1.0666666666666669,23,60,1.0666666666666669,7.071
0,4.533410138248848,1,17,0,0,0.0,2,1,1.3239955178485672,6.931
0,4.601366742596811,1,17,0,0,0.0,3,1,0.9720472757483988,6.902
0,4.363438520130577,1,17,0,0,0.0,4,1,0.6806189001136311,6.877
0,5.0,1,17,0,0,0.0,5,1,0.7088519208153665,6.518
0,5.0,0,17,0,1,5.0,7,1,1.2629878296538513,6.525
0,4.886234357224119,0,17,0,0,0.0,8,1,1.3683657135683125,6.553
0,3.9798994974874375,0,17,0,0,0.0,10,1,1.336976193790895,6.728
0,4.418103448275862,0,17,0,1,0.0,19,1,0.9880085452759284,6.821
0,3.956158664,0,17,0,0,0.0,20,1,0.8785689448672874,6.798
1,0.9333333333333332,0,17,0,0,0.9333333333333332,22,62,0.9333333333333332,6.87
0,1.0,1,19,1,0,0.0,2,1,1.0,6.46
0,1.0,1,19,1,0,0.0,3,1,1.0,7.02
0,1.0,0,19,1,0,0.0,6,1,1.0,6.781
1,1.0,0,19,1,1,0.0,7,1,1.0,6.311
0,1.0,0,19,1,1,0.0,8,1,1.0,6.281
0,1.0,0,19,1,1,0.0,11,1,1.0,6.659
0,1.0,0,19,1,0,0.0,15,1,1.0,6.654
0,1.0,0,19,1,0,0.0,18,1,1.0,6.613
0,1.0,1,19,1,0,0.0,21,1,1.0,6.933
0,1.0,1,19,1,0,0.0,22,1,1.0,6.732
0,1.0,1,17,0,0,0.0,2,1,1.0,6.365
0,1.0,1,17,0,0,0.0,3,1,1.0,6.309
0,1.0,1,17,0,0,0.0,4,1,1.0,6.525
0,1.0,0,17,0,0,0.0,5,1,1.0,6.952
0,1.0,0,17,0,1,0.0,6,1,1.0,6.882
1,1.0,0,17,0,1,0.0,7,1,1.0,6.788
1,1.0,0,17,0,1,0.0,9,1,1.0,6.616
0,1.0,0,17,0,0,0.0,10,1,1.0,6.585
1,1.0,0,17,0,1,1.0,11,1,1.0,6.904
0,1.0,1,17,0,1,0.0,15,1,1.0,6.704
0,2.0,1,19,1,0,0.0,2,1,0.4299510687612671,6.331
0,1.6624040920716112,1,19,1,0,0.0,3,1,0.5712043254556554,6.892
0,1.784503631961259,0,19,1,0,0.0,6,1,1.014887841,6.653
1,2.0,0,19,1,1,0.0,7,1,0.9635353124576388,6.64
0,2.0,0,19,1,1,0.0,8,1,1.1288802453437057,6.513
0,2.0,0,19,1,1,2.0,11,1,0.9073806410168168,6.724
0,1.839704069050555,0,19,1,0,0.0,15,1,0.3280547609317532,6.625
0,1.9889988998899888,0,19,1,0,2.0,18,1,1.2178117048346058,7.035
0,1.9725,1,19,1,0,0.0,21,1,0.5928853754940712,6.852
0,1.971119133574007,1,19,1,0,0.0,22,1,0.5350251287460446,6.857
0,2.0,1,17,0,0,0.0,2,1,1.1123231838887555,6.759
0,2.0,1,17,0,0,0.0,3,1,1.0739854798774602,6.709
0,2.0,1,17,0,0,0.0,4,1,1.3919753086419755,6.577
0,1.9363207547169807,0,17,0,0,0.0,5,1,1.1464617987031294,6.958
0,1.7177914110429446,0,17,0,1,0.0,6,1,0.9948237885462556,6.64
1,1.910941475826972,0,17,0,1,0.0,7,1,0.745940381,6.732
1,2.0,0,17,0,1,2.0,9,1,0.5757136946628051,6.75
0,2.0,0,17,0,0,0.0,10,1,0.9552774374234204,6.727
1,2.0,0,17,0,1,0.0,11,1,0.8654982574877519,6.877
0,2.0,1,17,0,1,0.0,15,1,1.1504703763010409,6.738
0,3.0,1,19,1,0,0.0,2,1,0.5497423493532443,6.345
0,2.6077481840193704,0,19,1,0,0.0,6,1,0.7158460433846087,6.59
1,2.7101449275362324,0,19,1,1,0.0,7,1,1.1283379495528256,6.556
0,2.5660377358490565,0,19,1,1,0.0,8,1,0.7458479696501334,6.456
0,2.909090909090909,0,19,1,1,1.5,11,1,0.7009459174344186,6.675
0,2.715166461159063,0,19,1,0,3.0,15,1,0.8606709649218666,6.561
0,2.891089108910891,0,19,1,0,0.0,18,1,1.2464164203246135,7.05
0,2.58,1,19,1,0,0.0,21,1,0.8195189214034013,6.696
0,2.5487364620938626,1,19,1,0,0.0,22,1,0.638073372,6.719
0,2.996372430471584,1,17,0,0,0.0,2,1,0.991412175,6.702
0,2.3504784688995217,1,17,0,0,0.0,3,1,0.5998992781601477,6.569
0,2.727653631284916,1,17,0,0,0.0,4,1,0.4553123409206603,6.558
0,2.3702830188679247,0,17,0,0,0.0,5,1,0.616129936,6.788
0,2.4809815950920244,0,17,0,1,0.0,6,1,0.5410723957393031,6.484
1,2.675572519083969,0,17,0,1,0.0,7,1,0.9907851433944522,6.583
1,2.7898550724637685,0,17,0,1,0.0,9,1,0.974392401527144,6.757
0,2.560700876095119,0,17,0,0,0.0,10,1,0.4275422138836773,6.659
1,2.898419865,0,17,0,1,0.0,11,1,0.9339455285401232,6.75
0,2.915919282511211,1,17,0,1,0.0,15,1,0.6696402542125823,6.734
0,4.0,1,19,1,0,0.0,2,1,0.6436639604659372,6.474
0,3.984654731457801,1,19,1,0,0.0,3,1,2.416024866171645,6.855
0,3.9903147699757873,0,19,1,0,0.0,6,1,0.7787219876298775,6.628
1,3.391304347826087,0,19,1,1,4.0,7,1,0.6824957037140953,6.516
0,3.552201257861635,0,19,1,1,0.0,8,1,1.0749851016172451,6.396
0,3.227833894500561,0,19,1,1,0.0,11,1,0.6634206435338632,6.607
0,3.4722564734895194,0,19,1,0,0.0,15,1,1.1081557949069074,6.459
0,3.744774477447745,0,19,1,0,0.0,18,1,1.0665903141361257,7.031
0,4.0,1,19,1,0,0.0,21,1,1.256082820957486,6.84
0,3.398315282791817,1,19,1,0,0.0,22,1,0.3882493052798729,6.715
0,3.825876662636034,1,17,0,0,0.0,2,1,0.5366226546212647,6.719
0,2.9234449760765555,1,17,0,0,4.0,3,1,0.4093909164883518,6.5
0,3.329608938547486,1,17,0,0,0.0,4,1,0.3007599704082319,6.468
0,3.5990566037735845,0,17,0,0,0.0,5,1,1.1410271806572996,6.769
1,4.0,0,17,0,1,4.0,7,1,1.5258515402361243,6.721
1,3.768115942028986,0,17,0,1,0.0,9,1,1.1163696170241333,6.848
0,3.744680851,0,17,0,0,4.0,10,1,1.3174966657439793,6.626
1,4.0,0,17,0,1,2.0,11,1,1.2143410852713177,6.845
0,3.197309417040359,1,17,0,1,4.0,15,1,0.5901454653898406,6.691
0,1.0,0,17,0,0,1.0,22,46,1.0,6.506
0,5.0,1,19,1,0,0.0,2,1,1.464670098268601,6.535
0,5.0,1,19,1,0,0.0,3,1,0.95329271,6.808
0,4.334140435835352,0,19,1,0,5.0,6,1,0.4766433655111195,6.581
0,0.1333333333333333,0,19,1,0,0.0,13,74,0.1333333333333333,7.37
0,0.1333333333333333,1,19,1,0,0.0,14,74,0.1333333333333333,5.76
0,4.062885327,0,19,1,0,0.0,15,1,0.2658022690437601,6.42
0,4.147414741474147,0,19,1,0,0.0,18,1,0.3427649792994844,7.004
0,4.277108434,1,19,1,0,0.0,21,1,0.8525129680484722,6.918
0,5.0,1,19,1,0,0.0,22,1,1.0370927143056914,6.754
0,4.957678355501813,1,17,0,0,0.0,2,1,0.4680020156210632,6.73
0,3.761961722488039,1,17,0,0,0.0,3,1,0.7981714112045387,6.417
0,5.0,1,17,0,0,0.0,4,1,0.970652792,6.613
0,4.068396226415095,0,17,0,0,0.0,5,1,0.5087914853834814,6.732
1,4.9396135265700485,0,17,0,1,0.0,9,1,0.9250191487033592,6.844
0,4.249061326658323,0,17,0,0,2.5,10,1,0.5824811027123166,6.589
1,5.0,0,17,0,1,1.6666666666666667,11,1,0.556022047,6.876
0,0.7333333333333333,0,17,0,0,0.0,20,65,0.7333333333333334,6.033
0,1.8870346598202823,0,17,0,0,0.0,22,46,0.8679089879542881,6.458
1,0.7333333333333333,0,19,1,0,0.0,20,65,0.7333333333333333,6.467
1,0.7333333333333333,0,17,0,0,0.7333333333333333,17,65,0.7333333333333333,7.814
0,1.0,1,17,1,0,0.0,2,1,1.0,7.152
0,1.0,0,17,1,0,0.0,6,1,1.0,6.365
0,1.0,0,17,1,0,1.0,8,1,1.0,6.291
0,1.0,0,17,1,1,0.0,9,1,1.0,6.748
1,1.0,0,17,1,0,0.0,11,1,1.0,6.983
0,1.0,1,17,1,0,0.0,14,1,1.0,7.096
0,1.0,1,17,1,1,0.0,15,1,1.0,6.949
0,1.0,1,17,1,0,0.0,16,1,1.0,6.926
0,1.0,0,17,1,1,0.0,21,1,1.0,6.529
0,1.0,0,17,1,1,0.0,22,1,1.0,6.665
0,1.0,1,17,0,0,0.0,2,1,1.0,6.625
0,1.0,1,17,0,0,0.0,3,1,1.0,6.453
0,1.0,1,17,0,0,0.0,4,1,1.0,6.962
0,1.0,0,17,0,1,0.0,5,1,1.0,6.275
0,1.0,0,17,0,0,1.0,6,1,1.0,6.608
0,1.0,0,17,0,1,0.0,7,1,1.0,6.787
0,1.0,0,17,0,1,0.0,8,1,1.0,6.929
1,1.0,0,17,0,1,1.0,10,1,1.0,6.847
0,1.0,0,17,0,1,0.0,11,1,1.0,6.661
0,1.0,1,17,0,0,0.0,13,1,1.0,6.488
0,1.8371810449574724,1,17,1,0,0.0,2,1,0.7414036740461611,7.019
0,1.9171122994652403,0,17,1,0,0.0,6,1,0.7763123086806998,6.402
0,2.0,0,17,1,0,0.0,8,1,0.9820569171279938,6.464
0,2.0,0,17,1,1,2.0,9,1,1.082612415628862,6.738
1,2.0,0,17,1,0,2.0,11,1,0.7019867549668874,6.897
0,2.0,1,17,1,0,0.0,14,1,0.4683921870489752,7.064
0,1.6597307221542228,1,17,1,1,0.0,15,1,0.5338687434087775,6.792
0,1.619385342789598,1,17,1,0,0.0,16,1,0.4393080531665364,6.758
0,1.9263157894736844,0,17,1,1,0.0,21,1,0.8597990369360091,6.549
0,2.0,0,17,1,1,0.0,22,1,0.9123989734553952,6.614
0,2.0,1,17,0,0,2.0,2,1,0.6186486696144597,6.74
0,2.0,1,17,0,0,0.0,3,1,0.8179687500000001,6.495
0,2.0,1,17,0,0,0.0,4,1,1.0397645063114305,7.163
0,1.8467336683417084,0,17,0,1,0.0,5,1,1.1284290761840488,6.474
0,1.9664268585131888,0,17,0,0,0.0,6,1,1.0577352074005897,6.713
0,2.0,0,17,0,1,0.0,7,1,0.5949129543551693,6.84
0,1.636165577342048,0,17,0,1,0.0,8,1,0.6444589308996088,6.83
1,1.7679814385150814,0,17,0,1,0.0,10,1,0.6223540650610891,6.722
0,1.8080568720379149,0,17,0,1,0.0,11,1,1.0786634066829666,6.762
0,1.9507389162561577,1,17,0,0,0.0,13,1,1.5419945964994717,6.809
0,2.8687727825030374,1,17,1,0,0.0,2,1,1.4305398689857691,6.892
0,2.903743315508021,0,17,1,0,0.0,6,1,0.6524323525062843,6.455
0,2.951672862453532,0,17,1,0,0.0,8,1,1.1898279479647502,6.514
0,2.962285714285714,0,17,1,1,0.0,9,1,1.3117443560754665,6.784
1,2.763157894736842,0,17,1,0,0.0,11,1,0.7964961919342649,6.803
0,2.8970414201183434,1,17,1,0,0.0,14,1,0.6665045092242637,6.937
0,2.5006119951040398,1,17,1,1,0.0,15,1,0.7759133964817321,6.637
0,2.950354609929078,1,17,1,0,0.0,16,1,0.8821581344004416,6.77
0,3.0,0,17,1,1,0.0,21,1,1.0890571256338428,6.656
0,2.508027523,0,17,1,1,0.0,22,1,0.7996628739991573,6.488
0,2.9647058823529413,1,17,0,0,1.5,2,1,1.251435547316544,6.792
0,3.0,1,17,0,0,0.0,3,1,0.9149505526468876,6.588
0,2.735399284862932,1,17,0,0,0.0,4,1,0.9975354692599748,7.063
0,2.513819095477387,0,17,0,1,0.0,5,1,0.9275390142892406,6.354
0,2.9856115107913674,0,17,0,0,0.0,6,1,1.0362099071776492,6.771
0,3.0,0,17,0,1,0.0,7,1,0.6618739030646684,6.856
0,2.7908496732026142,0,17,0,1,0.0,8,1,1.1805242557229272,6.76
1,2.975638051044084,0,17,0,1,0.0,10,1,0.9685755140950564,6.803
0,3.0,0,17,0,1,3.0,11,1,0.8625182914082643,6.788
0,3.0,1,17,0,0,0.0,13,1,1.2019220614637238,6.939
0,3.7910085054678007,1,17,1,0,0.0,2,1,0.8803971812940423,6.834
0,4.0,0,17,1,0,0.0,6,1,0.9211718376545036,6.41
0,4.0,0,17,1,0,2.0,8,1,0.9240896828572536,6.704
0,3.776,0,17,1,1,0.0,9,1,1.126710047650766,6.862
0,0.4000000000000001,0,17,1,0,0.0,10,55,0.4,6.505
1,3.5102974828375286,0,17,1,0,0.0,11,1,0.6650401512336205,6.724
0,3.857988165680474,1,17,1,0,0.0,14,1,1.0441611591958633,6.898
0,3.1536643026004723,1,17,1,0,0.0,16,1,0.5612266081437766,6.654
0,3.732057416267943,0,17,1,1,0.0,21,1,0.6093268609386976,6.64
0,3.3440366972477062,0,17,1,1,0.0,22,1,0.934108527,6.471
0,3.8776470588235297,1,17,0,0,0.0,2,1,1.0523930897762674,6.733
0,3.415617128463476,1,17,0,0,0.0,3,1,0.573877226,6.481
0,3.175208581644815,1,17,0,0,0.0,4,1,0.4496733571787519,6.983
0,3.5299760191846525,0,17,0,0,0.0,6,1,0.7079092673989597,6.73
0,3.599523241954708,0,17,0,1,0.0,7,1,0.967865183871188,6.853
0,3.5860566448801747,0,17,0,1,0.0,8,1,1.2116418157263733,6.814
1,3.758700696055685,0,17,0,1,0.0,10,1,0.5557151651959779,6.783
0,3.398895027624309,1,17,0,0,0.0,13,1,0.8644830155357487,6.946
0,0.2666666666666666,0,17,0,0,0.0,17,57,0.2666666666666666,6.642
0,0.2666666666666666,0,17,0,0,0.0,20,57,0.2666666666666666,6.11
0,4.975698663426488,1,17,1,0,0.0,2,1,1.104025756857264,6.907
0,4.046997389033943,0,17,1,0,0.0,6,1,0.5165129000653167,6.377
0,3.707191780821918,0,17,1,0,0.0,8,1,0.5176463781532052,6.716
0,1.4,0,17,1,0,1.4,10,55,0.6799526500687337,6.707
1,5.0,0,17,1,0,0.0,11,1,0.8120745422311244,6.751
0,0.8,1,17,1,0,0.0,13,64,0.8,6.86
0,4.597633136094674,1,17,1,0,0.0,14,1,1.0978873087464125,6.85
0,4.273049645390071,1,17,1,0,0.0,16,1,0.6699455516745428,6.656
0,0.8,0,17,1,0,0.0,17,64,0.8,6.61
0,4.814593301435408,0,17,1,1,0.0,21,1,0.4618742327104078,6.614
0,5.0,1,17,0,0,0.0,2,1,1.189632845825716,6.856
0,5.0,1,17,0,0,0.0,3,1,1.6449714693295292,6.534
0,4.898688915375447,1,17,0,0,0.0,4,1,0.9914446867001612,6.885
0,5.0,0,17,0,0,0.0,6,1,0.6826823993846244,6.719
0,4.040524433849821,0,17,0,1,0.0,7,1,0.2233990549128238,6.806
0,4.003267973856209,0,17,0,1,0.0,8,1,0.5852041126726288,6.72
1,0.3333333333333333,0,17,0,0,0.0,9,71,0.3333333333333333,7.115
0,4.834254143646409,1,17,0,0,0.0,13,1,1.0312123535209723,6.925
0,1.2666666666666666,0,17,0,0,1.2666666666666666,17,57,0.7074549481526224,6.719
0,1.2666666666666666,0,17,0,0,1.2666666666666666,20,57,1.1228151007616791,6.732
0,1.0,1,18,1,1,0.0,2,1,1.0,7.333
0,1.0,1,18,1,0,1.0,3,1,1.0,6.385
0,1.0,1,18,1,0,0.0,4,1,1.0,6.014
0,1.0,1,18,1,0,0.0,5,1,1.0,6.865
0,1.0,0,18,1,0,0.0,6,1,1.0,6.158
1,1.0,0,18,1,1,1.0,9,1,1.0,7.083
1,1.0,0,18,1,1,0.0,10,1,1.0,6.175
0,1.0,0,18,1,1,0.0,17,1,1.0,6.75
0,1.0,0,18,1,0,0.0,18,1,1.0,6.27
0,1.0,0,18,1,1,1.0,20,1,1.0,6.719
0,1.0,0,20,0,0,0.0,2,1,1.0,6.364
0,1.0,1,20,0,0,0.0,3,1,1.0,6.714
0,1.0,1,20,0,1,0.0,5,1,1.0,7.075
0,1.0,1,20,0,0,0.0,6,1,1.0,5.73
1,1.0,0,20,0,1,0.0,7,1,1.0,6.707
0,1.0,0,20,0,0,0.0,8,1,1.0,6.203
1,1.0,0,20,0,1,0.0,9,1,1.0,6.756
1,1.0,0,20,0,0,0.0,10,1,1.0,6.998
0,1.0,0,20,0,0,0.0,18,1,1.0,6.469
0,1.0,0,20,0,1,0.0,19,1,1.0,6.076
0,1.8440046565774155,1,18,1,1,0.0,2,1,1.0889301263293123,6.792
0,2.0,1,18,1,0,0.0,3,1,1.319003140677897,6.685
0,2.0,1,18,1,0,0.0,4,1,1.349855072463768,6.413
0,2.0,1,18,1,0,0.0,5,1,0.86227955,6.639
0,2.0,0,18,1,0,0.0,6,1,1.2655982259852838,6.455
1,2.0,0,18,1,1,1.0,9,1,0.7961993941063068,6.803
1,2.0,0,18,1,1,2.0,10,1,1.0858745180511742,6.433
0,2.0,0,18,1,1,2.0,17,1,1.2263795615250683,6.961
0,2.0,0,18,1,0,0.0,18,1,1.2186303433557215,6.407
0,2.0,0,18,1,1,1.0,20,1,0.8192103440314015,6.635
0,1.8602287166454887,0,20,0,0,0.0,2,1,0.9883129814999214,6.559
0,1.897267759562841,1,20,0,0,0.0,3,1,1.2219444632119454,6.766
0,1.8237547892720305,1,20,0,1,0.0,5,1,0.778849265,6.94
0,2.0,1,20,0,0,0.0,6,1,1.82973009265476,7.051
1,1.7280385078219012,0,20,0,1,2.0,7,1,0.8926806991323121,6.579
0,2.0,0,20,0,0,0.0,8,1,1.1405905685323932,6.356
1,1.6872727272727273,0,20,0,1,2.0,9,1,0.6404503227838135,6.646
1,1.119293078055965,0,20,0,0,0.0,10,1,1.0729960006955312,6.903
0,2.0,0,20,0,0,0.0,18,1,1.3264764432647642,6.835
0,2.0,0,20,0,1,0.0,19,1,1.2936036484881004,6.372
0,2.409778812572759,1,18,1,1,0.0,2,1,0.2359439731702505,6.772
0,2.1476510067114094,1,18,1,0,0.0,4,1,0.2296573875802997,6.412
0,3.0,1,18,1,0,0.0,5,1,0.9930892291245084,6.754
0,2.723849372384937,0,18,1,0,0.0,6,1,0.2881711122753468,6.437
1,1.9202733485193624,0,18,1,1,0.0,9,1,0.1023475427279377,6.712
1,2.946866485013624,0,18,1,1,0.0,10,1,1.2281337335679536,6.461
0,2.4770949720670394,0,18,1,1,0.0,17,1,0.6698128829276372,6.906
0,2.2928571428571427,0,18,1,0,0.0,18,1,0.4025543478260869,6.332
0,2.58728323699422,0,18,1,1,1.0,20,1,0.670789639,6.67
0,2.496823379923761,0,20,0,0,0.0,2,1,0.6669791327029669,6.427
0,2.4,1,20,0,0,0.0,3,1,0.2189163795803319,6.731
0,3.0,1,20,0,1,0.0,5,1,0.6451760402377686,7.019
0,1.8270893371757924,1,20,0,0,0.0,6,1,1.1824764074194598,6.749
1,2.422382671480144,0,20,0,1,0.0,7,1,0.3030902440844965,6.548
0,2.508,0,20,0,0,0.0,8,1,0.5700331018368274,6.27
1,3.0,0,20,0,1,1.5,9,1,0.5717062290903298,6.802
1,1.5927835051546393,0,20,0,0,3.0,10,1,0.9636003115926632,6.71
0,1.9682179341657209,0,20,0,0,3.0,18,1,0.069162514,6.782
0,2.72,0,20,0,1,0.0,19,1,0.6395681934686247,6.282
0,4.0,1,18,1,1,0.0,2,1,0.8891502800010229,6.783
0,3.60302049622438,1,18,1,0,0.0,3,1,1.604475059846597,6.846
0,3.7315436241610738,1,18,1,0,0.0,4,1,1.33701608232726,6.575
0,3.087310826542492,1,18,1,0,0.0,5,1,0.7226428079834823,6.67
0,3.9274755927475593,0,18,1,0,0.0,6,1,0.47742271970472,6.427
1,3.485193621867882,0,18,1,1,1.3333333333333333,9,1,1.668888544411719,6.686
1,4.0,0,18,1,1,2.0,10,1,1.0422869388848497,6.56
0,3.539664804469274,0,18,1,1,0.0,17,1,1.4133814002462834,6.857
0,3.7571428571428567,0,18,1,0,0.0,18,1,1.3799437542273325,6.533
0,3.6809248554913294,0,18,1,1,0.0,20,1,1.39555693887873,6.659
0,4.0,0,20,0,0,0.0,2,1,1.7043413173652695,6.493
0,3.628415300546448,1,20,0,0,0.0,3,1,1.7764005431565757,6.708
0,3.127942681678608,1,20,0,1,0.0,5,1,1.0108955620515545,6.984
0,3.047070124879923,1,20,0,0,0.0,6,1,1.4566521829091663,6.707
1,3.696750902527076,0,20,0,1,0.0,7,1,1.5555150077547668,6.564
0,4.0,0,20,0,0,0.0,8,1,1.2685045651981206,6.392
1,3.2282249173098125,0,20,0,1,0.0,9,1,1.1606278554304066,6.814
1,2.203240058910162,0,20,0,0,0.0,10,1,0.7437015969406384,6.671
0,3.7185017026106695,0,20,0,0,0.0,18,1,1.250222816399287,6.697
0,4.0,0,20,0,1,0.0,19,1,1.2627886341594272,6.364
0,4.368932038834951,1,18,1,0,0.0,3,1,0.980559647,6.82
0,4.334451901565996,1,18,1,0,0.0,4,1,0.3270463818802565,6.594
0,5.0,1,18,1,0,0.0,5,1,0.494954619764361,6.795
0,4.414225941422594,0,18,1,0,0.0,6,1,0.6864356915409109,6.337
0,0.8,0,18,1,0,0.0,7,64,0.8,6.748
1,5.0,0,18,1,1,0.0,10,1,1.6281260484682685,6.598
0,0.1333333333333333,0,18,1,0,0.0,11,74,0.1333333333333333,7.313
0,4.374999999999999,0,18,1,0,0.0,18,1,1.0648595643342438,6.536
0,0.8,0,18,1,0,0.8,19,64,0.8,7.05
0,5.0,0,20,0,0,0.0,2,1,0.8396263137407552,6.569
0,4.754098360655737,1,20,0,0,0.0,3,1,1.0384827586206895,6.741
0,4.017400204708291,1,20,0,1,0.0,5,1,0.9817860084815572,6.941
0,3.439000960614794,1,20,0,0,0.0,6,1,1.4939422518862449,6.71
0,4.931930693069306,0,20,0,0,0.0,8,1,1.268297523941845,6.508
1,5.0,0,20,0,1,0.0,9,1,0.8246926171454473,6.84
1,2.544182621502209,0,20,0,0,0.0,10,1,1.1388122161873386,6.594
1,0.5333333333333333,0,20,0,0,0.0,11,68,0.5333333333333333,6.883
0,4.477866061293984,0,20,0,0,0.0,18,1,1.664251073080997,6.795
0,4.814814814814815,0,20,0,1,0.0,19,1,1.2357464657449122,6.407
0,1.0,0,20,1,0,0.0,4,1,1.0,6.947
0,1.0,1,20,1,0,0.0,5,1,1.0,6.102
0,1.0,0,20,1,1,0.0,6,1,1.0,6.938
1,1.0,0,20,1,1,0.0,7,1,1.0,7.015
1,1.0,0,20,1,0,0.0,9,1,1.0,6.62
1,1.0,0,20,1,1,0.0,13,1,1.0,6.609
0,1.0,0,20,1,1,0.0,14,1,1.0,6.652
0,1.0,1,20,1,0,0.0,18,1,1.0,6.68
0,1.0,1,20,1,0,0.0,19,1,1.0,6.56
0,1.0,0,20,1,1,0.0,22,1,1.0,6.754
0,1.0,1,17,0,0,1.0,2,1,1.0,6.5
0,1.0,1,17,0,0,0.0,4,1,1.0,6.355
0,1.0,1,17,0,0,0.0,5,1,1.0,5.895
0,1.0,0,17,0,1,0.0,8,1,1.0,6.676
1,1.0,0,17,0,1,0.0,9,1,1.0,6.669
0,1.0,0,17,0,1,0.0,10,1,1.0,7.377
0,1.0,0,17,0,1,1.0,11,1,1.0,6.75
0,1.0,1,17,0,0,0.0,14,1,1.0,6.294
0,1.0,0,17,0,0,0.0,19,1,1.0,6.864
0,1.0,0,17,0,1,0.0,20,1,1.0,6.524
0,1.8211009174311923,0,20,1,0,0.0,4,1,0.9912372940764108,6.962
0,2.0,1,20,1,0,2.0,5,1,1.236676969186101,6.518
0,1.780246913580247,0,20,1,1,2.0,6,1,0.739993134,6.72
1,2.0,0,20,1,1,0.0,7,1,1.118360375747225,6.901
1,2.0,0,20,1,0,2.0,9,1,0.8860623816499339,6.847
1,2.0,0,20,1,1,0.0,13,1,0.8324436741767764,6.782
0,1.891959798994975,0,20,1,1,0.0,14,1,1.0209135117396104,6.696
0,1.9654255319148937,1,20,1,0,0.0,18,1,0.8201385972280555,6.698
0,1.7866323907455013,1,20,1,0,0.0,19,1,0.9164313607689996,6.411
0,1.7224770642201832,0,20,1,1,0.0,22,1,1.119227741074179,6.639
0,1.9105199516324065,1,17,0,0,0.0,2,1,0.932962447844228,6.607
0,2.0,1,17,0,0,0.0,4,1,0.7803210181403741,6.36
0,2.0,1,17,0,0,0.0,5,1,1.2542298395956932,5.906
0,1.5430038510911424,0,17,0,1,0.0,8,1,0.7618011961840739,6.369
1,2.0,0,17,0,1,0.0,9,1,0.858991482,6.789
0,1.6183035714285712,0,17,0,1,0.0,10,1,0.8653779472954231,6.805
0,1.788235294117647,0,17,0,1,0.0,11,1,0.7741586614924614,6.671
0,2.0,1,17,0,0,0.0,14,1,1.5065034849898469,6.794
0,2.0,0,17,0,0,0.0,19,1,0.9136300592611272,6.881
0,1.830551989730424,0,17,0,1,0.0,20,1,0.7835771276595745,6.39
0,2.346330275229358,0,20,1,0,0.0,4,1,0.6660551823297554,6.821
0,2.526315789473684,1,20,1,0,0.0,5,1,1.2088575742325112,6.725
0,2.9629629629629632,0,20,1,1,0.0,6,1,1.2851087212497057,6.663
1,2.7275943396226414,0,20,1,1,0.0,7,1,1.8075761175791725,6.639
1,2.510144927536232,0,20,1,0,0.0,9,1,1.18011574224592,6.802
1,3.0,0,20,1,1,0.0,13,1,1.5098400454553282,6.923
0,3.0,0,20,1,1,0.0,14,1,1.074727168294084,6.754
0,3.0,1,20,1,0,0.0,18,1,0.8834771658209564,6.798
0,3.0,1,20,1,0,0.0,19,1,1.2698544698544698,6.666
0,2.635321100917431,0,20,1,1,0.0,22,1,0.9795734870317002,6.614
0,3.0,1,17,0,0,0.0,2,1,1.3828160143949615,6.788
0,2.903722721437741,1,17,0,0,0.0,4,1,1.7572490852578984,6.596
0,3.0,1,17,0,0,0.0,5,1,1.845314614343708,6.388
0,2.9422336328626444,0,17,0,1,0.0,8,1,1.3904418394950404,6.294
1,2.5064177362893814,0,17,0,1,0.0,9,1,0.8494468085106385,6.685
0,2.9263392857142856,0,17,0,1,0.0,10,1,1.2285465666828754,6.948
0,3.0,0,17,0,1,0.0,11,1,0.9391469649958484,6.801
0,2.7942681678607983,1,17,0,0,0.0,14,1,1.6027911969940956,6.825
0,2.465845464725644,0,17,0,0,3.0,19,1,0.8550049583796616,6.856
0,2.6649550706033374,0,17,0,1,3.0,20,1,0.7447651689605311,6.383
0,3.7844036697247705,0,20,1,0,0.0,4,1,1.6470828411858205,6.923
0,3.5834266517357225,1,20,1,0,0.0,5,1,1.4109812153896266,6.627
