ratio_peak_speed,formation_offensiveness,pos_A,pos_D,subbed_int,is_home_int,jersey_number,minute_in,ratio_distance,last15_sprints,cumul_hsr,last15_peak_speed,ratio_shots_top_third
2.571428571428572,19,0,1,0,1,3,1,0.9331542594013814,0,10,6.78,0.0
2.570855614973262,19,0,1,0,1,4,1,1.2038504199017588,0,13,6.41,0.0
3.0,19,0,1,1,1,5,1,1.2285634743875278,2,19,7.45,0.0
3.0,19,0,0,0,1,6,1,1.1384693766148697,2,23,7.94,0.0
2.6015625,19,0,0,0,1,7,1,1.2203363953281254,2,24,7.77,0.0
3.0,19,0,0,0,1,8,1,1.2008481666330093,4,20,8.25,0.0
2.772192513368984,19,1,0,1,1,11,1,0.7932776220447453,2,18,8.64,0.0
3.0,19,1,0,1,1,17,1,1.1611108194655888,4,31,9.13,0.0
2.7009544008483566,19,1,0,1,1,21,1,0.8441202982873065,4,33,8.49,0.75
2.9069767441860463,17,0,1,0,0,2,1,1.2848078368073916,3,21,7.5,0.0
2.8769931662870163,17,0,1,0,0,3,1,1.1398562178147147,2,18,8.42,1.5
3.0,17,0,1,0,0,4,1,0.8936277451098045,1,21,9.19,0.0
2.59245283018868,17,0,1,0,0,5,1,0.6156495780469601,0,35,6.87,0.0
3.0,17,0,0,1,0,7,1,1.1921963598873866,2,24,7.53,0.0
3.0,17,0,0,0,0,8,1,1.041998187128613,1,22,8.79,0.0
3.0,17,1,0,1,0,9,1,1.2028497409326424,2,11,10.22,0.0
2.918592964824121,17,0,0,0,0,10,1,1.288949647946962,3,18,9.68,0.0
2.7582938388625595,17,0,0,1,0,19,1,0.8323644334318117,1,21,7.76,0.0
3.0,17,0,0,0,0,20,1,1.3096046780349453,2,16,8.68,0.0
3.035555555555556,19,0,1,0,1,2,1,1.0462577831556128,0,28,6.83,0.0
3.2111251580278126,19,0,1,0,1,3,1,0.8827751196172249,0,14,6.35,0.0
3.9518716577540105,19,0,1,0,1,4,1,1.2995293110825843,1,19,7.39,0.0
3.9546599496221657,19,0,0,0,1,6,1,1.3102655083812556,1,30,7.85,4.0
3.75,19,0,0,0,1,7,1,1.140955221708923,4,35,8.4,0.0
3.4327272727272726,19,0,0,0,1,8,1,1.0175091417509143,0,29,7.08,0.0
3.875935828877006,19,1,0,1,1,11,1,1.3544155457995908,6,21,9.06,0.0
1.0,19,0,1,0,1,13,46,1.0,1,3,9.23,0.0
3.820372398685652,19,1,0,1,1,17,1,1.044566552459758,2,42,8.72,0.0
3.5418875927889717,19,1,0,1,1,21,1,1.4380937385188683,3,50,8.35,0.0
4.0,17,0,1,0,0,2,1,0.8704929454798817,4,25,8.68,4.0
3.767653758542141,17,0,1,0,0,3,1,1.3900662031338369,4,30,8.27,0.0
3.88683351468988,17,0,1,0,0,4,1,0.9970089012216656,2,28,8.93,4.0
3.5823899371069183,17,0,1,0,0,5,1,1.0163433677329108,1,49,7.12,4.0
3.8406374501992033,17,0,0,1,0,7,1,1.3885624045356877,1,33,7.23,0.0
3.2400455062571107,17,0,0,0,0,8,1,1.4256638506579091,1,34,7.12,0.0
3.350293542074364,17,1,0,1,0,9,1,1.2874209416725229,1,18,8.56,4.0
3.0592964824120608,17,0,0,0,0,10,1,0.8584839328810596,2,26,7.61,4.0
4.0,17,0,0,1,0,19,1,1.5529859883009114,3,30,9.28,4.0
4.0,17,0,0,0,0,20,1,1.3228029060229671,3,23,9.58,0.0
4.666666666666667,19,0,1,0,1,2,1,1.1155503329416372,1,37,8.4,0.0
3.938053097345133,19,0,1,0,1,3,1,0.4998115949830435,0,16,6.23,0.0
4.659090909090909,19,0,1,0,1,4,1,1.2191077134651944,0,24,6.97,0.0
5.0,19,0,0,0,1,6,1,1.337909528,3,38,8.26,0.0
3.8950892857142856,19,0,0,0,1,7,1,0.6491255836037034,0,40,6.98,0.0
4.072727272727273,19,0,0,0,1,8,1,0.6594524947714371,0,35,6.72,0.0
5.0,19,1,0,1,1,11,1,1.2694445894451116,2,32,9.72,0.0
1.7053087757313108,19,0,1,0,1,13,46,1.316425019847073,4,11,7.87,0.0
1.0666666666666669,19,1,0,0,1,20,60,1.0666666666666669,3,8,9.56,0.0
1.0666666666666669,19,1,0,0,1,23,60,1.0666666666666669,4,12,9.35,1.0666666666666669
4.533410138248848,17,0,1,0,0,2,1,1.3239955178485672,3,33,7.87,0.0
4.601366742596811,17,0,1,0,0,3,1,0.9720472757483988,3,39,8.08,0.0
4.363438520130577,17,0,1,0,0,4,1,0.6806189001136311,1,34,8.02,0.0
5.0,17,0,1,0,0,5,1,0.7088519208153665,1,57,8.03,0.0
5.0,17,0,0,1,0,7,1,1.2629878296538513,2,41,7.77,5.0
4.886234357224119,17,0,0,0,0,8,1,1.3683657135683125,4,42,8.59,0.0
3.9798994974874375,17,0,0,0,0,10,1,1.336976193790895,1,37,7.92,0.0
4.418103448275862,17,0,0,1,0,19,1,0.9880085452759284,3,38,8.2,0.0
3.956158664,17,0,0,0,0,20,1,0.8785689448672874,1,31,7.58,0.0
0.9333333333333332,17,1,0,0,0,22,62,0.9333333333333332,3,6,7.56,0.9333333333333332
1.0,19,0,1,0,1,2,1,1.0,0,7,6.73,0.0
1.0,19,0,1,0,1,3,1,1.0,2,5,7.82,0.0
1.0,19,0,0,0,1,6,1,1.0,3,9,8.26,0.0
1.0,19,1,0,1,1,7,1,1.0,0,9,7.03,0.0
1.0,19,0,0,1,1,8,1,1.0,0,10,7.12,0.0
1.0,19,0,0,1,1,11,1,1.0,2,14,7.73,0.0
1.0,19,0,0,0,1,15,1,1.0,2,11,8.11,0.0
1.0,19,0,0,0,1,18,1,1.0,2,7,9.09,0.0
1.0,19,0,1,0,1,21,1,1.0,3,8,8.0,0.0
1.0,19,0,1,0,1,22,1,1.0,2,14,8.31,0.0
1.0,17,0,1,0,0,2,1,1.0,1,10,7.46,0.0
1.0,17,0,1,0,0,3,1,1.0,0,7,7.07,0.0
1.0,17,0,1,0,0,4,1,1.0,0,6,7.06,0.0
1.0,17,0,0,0,0,5,1,1.0,3,6,8.48,0.0
1.0,17,0,0,1,0,6,1,1.0,3,10,8.15,0.0
1.0,17,1,0,1,0,7,1,1.0,2,9,7.86,0.0
1.0,17,1,0,1,0,9,1,1.0,2,14,7.83,0.0
1.0,17,0,0,0,0,10,1,1.0,2,9,7.42,0.0
1.0,17,1,0,1,0,11,1,1.0,2,6,7.87,1.0
1.0,17,0,1,1,0,15,1,1.0,4,9,8.12,0.0
2.0,19,0,1,0,1,2,1,0.4299510687612671,0,11,6.8,0.0
1.6624040920716112,19,0,1,0,1,3,1,0.5712043254556554,0,7,6.5,0.0
1.784503631961259,19,0,0,0,1,6,1,1.014887841,1,19,7.37,0.0
2.0,19,1,0,1,1,7,1,0.9635353124576388,3,16,8.28,0.0
2.0,19,0,0,1,1,8,1,1.1288802453437057,4,22,7.95,0.0
2.0,19,0,0,1,1,11,1,0.9073806410168168,4,25,8.91,2.0
1.839704069050555,19,0,0,0,1,15,1,0.3280547609317532,1,14,7.46,0.0
1.9889988998899888,19,0,0,0,1,18,1,1.2178117048346058,7,17,9.04,2.0
1.9725,19,0,1,0,1,21,1,0.5928853754940712,1,12,7.89,0.0
1.971119133574007,19,0,1,0,1,22,1,0.5350251287460446,2,19,8.19,0.0
2.0,17,0,1,0,0,2,1,1.1123231838887555,5,19,8.27,0.0
2.0,17,0,1,0,0,3,1,1.0739854798774602,2,13,8.36,0.0
2.0,17,0,1,0,0,4,1,1.3919753086419755,1,15,7.16,0.0
1.9363207547169807,17,0,0,0,0,5,1,1.1464617987031294,3,14,8.21,0.0
1.7177914110429446,17,0,0,1,0,6,1,0.9948237885462556,0,19,7.0,0.0
1.910941475826972,17,1,0,1,0,7,1,0.745940381,1,14,7.51,0.0
2.0,17,1,0,1,0,9,1,0.5757136946628051,2,19,8.28,2.0
2.0,17,0,0,0,0,10,1,0.9552774374234204,2,15,7.99,0.0
2.0,17,1,0,1,0,11,1,0.8654982574877519,1,10,8.86,0.0
2.0,17,0,1,1,0,15,1,1.1504703763010409,4,22,8.92,0.0
3.0,19,0,1,0,1,2,1,0.5497423493532443,0,14,6.9,0.0
2.6077481840193704,19,0,0,0,1,6,1,0.7158460433846087,0,27,7.18,0.0
2.7101449275362324,19,1,0,1,1,7,1,1.1283379495528256,1,28,7.48,0.0
2.5660377358490565,19,0,0,1,1,8,1,0.7458479696501334,0,30,6.8,0.0
2.909090909090909,19,0,0,1,1,11,1,0.7009459174344186,1,34,8.64,1.5
2.715166461159063,19,0,0,0,1,15,1,0.8606709649218666,1,20,7.34,3.0
2.891089108910891,19,0,0,0,1,18,1,1.2464164203246135,4,28,8.76,0.0
2.58,19,0,1,0,1,21,1,0.8195189214034013,0,18,6.88,0.0
2.5487364620938626,19,0,1,0,1,22,1,0.638073372,0,26,7.06,0.0
2.996372430471584,17,0,1,0,0,2,1,0.991412175,2,29,8.26,0.0
2.3504784688995217,17,0,1,0,0,3,1,0.5998992781601477,0,17,6.55,0.0
2.727653631284916,17,0,1,0,0,4,1,0.4553123409206603,0,18,6.51,0.0
2.3702830188679247,17,0,0,0,0,5,1,0.616129936,0,19,6.7,0.0
2.4809815950920244,17,0,0,1,0,6,1,0.5410723957393031,0,27,6.74,0.0
2.675572519083969,17,1,0,1,0,7,1,0.9907851433944522,0,22,7.01,0.0
2.7898550724637685,17,1,0,1,0,9,1,0.974392401527144,4,28,7.7,0.0
2.560700876095119,17,0,0,0,0,10,1,0.4275422138836773,0,18,6.82,0.0
2.898419865,17,1,0,1,0,11,1,0.9339455285401232,1,17,8.56,0.0
2.915919282511211,17,0,1,1,0,15,1,0.6696402542125823,2,30,8.67,0.0
4.0,19,0,1,0,1,2,1,0.6436639604659372,1,16,8.08,0.0
3.984654731457801,19,0,1,0,1,3,1,2.416024866171645,2,15,7.79,0.0
3.9903147699757873,19,0,0,0,1,6,1,0.7787219876298775,2,35,8.24,0.0
3.391304347826087,19,1,0,1,1,7,1,0.6824957037140953,0,34,7.02,4.0
3.552201257861635,19,0,0,1,1,8,1,1.0749851016172451,0,40,7.06,0.0
3.227833894500561,19,0,0,1,1,11,1,0.6634206435338632,1,45,7.19,0.0
3.4722564734895194,19,0,0,0,1,15,1,1.1081557949069074,0,27,7.04,0.0
3.744774477447745,19,0,0,0,1,18,1,1.0665903141361257,4,39,8.51,0.0
4.0,19,0,1,0,1,21,1,1.256082820957486,2,24,9.13,0.0
3.398315282791817,19,0,1,0,1,22,1,0.3882493052798729,0,29,7.06,0.0
3.825876662636034,17,0,1,0,0,2,1,0.5366226546212647,2,35,7.91,0.0
2.9234449760765555,17,0,1,0,0,3,1,0.4093909164883518,0,20,6.11,4.0
3.329608938547486,17,0,1,0,0,4,1,0.3007599704082319,0,21,5.96,0.0
3.5990566037735845,17,0,0,0,0,5,1,1.1410271806572996,1,26,7.63,0.0
4.0,17,1,0,1,0,7,1,1.5258515402361243,3,31,9.09,4.0
3.768115942028986,17,1,0,1,0,9,1,1.1163696170241333,4,38,7.8,0.0
3.744680851,17,0,0,0,0,10,1,1.3174966657439793,1,27,7.48,4.0
4.0,17,1,0,1,0,11,1,1.2143410852713177,2,24,9.2,2.0
3.197309417040359,17,0,1,1,0,15,1,0.5901454653898406,0,37,7.13,4.0
1.0,17,0,0,0,0,22,46,1.0,1,7,7.79,1.0
5.0,19,0,1,0,1,2,1,1.464670098268601,1,22,8.69,0.0
5.0,19,0,1,0,1,3,1,0.95329271,1,19,8.54,0.0
4.334140435835352,19,0,0,0,1,6,1,0.4766433655111195,1,42,7.16,5.0
0.1333333333333333,19,0,0,0,1,13,74,0.1333333333333333,1,1,7.75,0.0
0.1333333333333333,19,0,1,0,1,14,74,0.1333333333333333,0,1,5.76,0.0
4.062885327,19,0,0,0,1,15,1,0.2658022690437601,0,30,6.59,0.0
4.147414741474147,19,0,0,0,1,18,1,0.3427649792994844,1,44,7.54,0.0
4.277108434,19,0,1,0,1,21,1,0.8525129680484722,3,29,7.81,0.0
5.0,19,0,1,0,1,22,1,1.0370927143056914,2,37,8.99,0.0
4.957678355501813,17,0,1,0,0,2,1,0.4680020156210632,2,40,8.2,0.0
3.761961722488039,17,0,1,0,0,3,1,0.7981714112045387,0,25,6.29,0.0
5.0,17,0,1,0,0,4,1,0.970652792,1,24,8.25,0.0
4.068396226415095,17,0,0,0,0,5,1,0.5087914853834814,0,30,6.9,0.0
4.9396135265700485,17,1,0,1,0,9,1,0.9250191487033592,3,45,8.18,0.0
4.249061326658323,17,0,0,0,0,10,1,0.5824811027123166,0,30,6.79,2.5
5.0,17,1,0,1,0,11,1,0.556022047,1,27,9.39,1.6666666666666667
0.7333333333333333,17,0,0,0,0,20,65,0.7333333333333334,0,9,6.51,0.0
1.8870346598202823,17,0,0,0,0,22,46,0.8679089879542881,1,14,7.35,0.0
0.7333333333333333,19,1,0,0,1,20,65,0.7333333333333333,1,8,7.6,0.0
0.7333333333333333,17,1,0,0,0,17,65,0.7333333333333333,3,2,9.26,0.7333333333333333
1.0,17,0,1,0,1,2,1,1.0,5,8,8.23,0.0
1.0,17,0,0,0,1,6,1,1.0,1,12,7.48,0.0
1.0,17,0,0,0,1,8,1,1.0,1,14,7.51,1.0
1.0,17,0,0,1,1,9,1,1.0,3,11,8.53,0.0
1.0,17,1,0,0,1,11,1,1.0,5,14,8.49,0.0
1.0,17,0,1,0,1,14,1,1.0,5,9,8.38,0.0
1.0,17,0,1,1,1,15,1,1.0,3,8,8.17,0.0
1.0,17,0,1,0,1,16,1,1.0,3,10,8.46,0.0
1.0,17,0,0,1,1,21,1,1.0,2,14,7.6,0.0
1.0,17,0,0,1,1,22,1,1.0,1,9,7.2,0.0
1.0,17,0,1,0,0,2,1,1.0,2,13,7.55,0.0
1.0,17,0,1,0,0,3,1,1.0,1,9,7.67,0.0
1.0,17,0,1,0,0,4,1,1.0,3,6,8.02,0.0
1.0,17,0,0,1,0,5,1,1.0,1,10,7.96,0.0
1.0,17,0,0,0,0,6,1,1.0,3,20,8.34,1.0
1.0,17,0,0,1,0,7,1,1.0,2,13,7.51,0.0
1.0,17,0,0,1,0,8,1,1.0,5,11,9.18,0.0
1.0,17,1,0,1,0,10,1,1.0,4,15,8.62,1.0
1.0,17,0,0,1,0,11,1,1.0,2,9,8.44,0.0
1.0,17,0,1,0,0,13,1,1.0,1,4,8.12,0.0
1.8371810449574724,17,0,1,0,1,2,1,0.7414036740461611,2,14,7.56,0.0
1.9171122994652403,17,0,0,0,1,6,1,0.7763123086806998,1,19,7.17,0.0
2.0,17,0,0,0,1,8,1,0.9820569171279938,1,24,8.07,0.0
2.0,17,0,0,1,1,9,1,1.082612415628862,2,21,8.75,2.0
2.0,17,1,0,0,1,11,1,0.7019867549668874,2,22,8.74,2.0
2.0,17,0,1,0,1,14,1,0.4683921870489752,1,12,8.45,0.0
1.6597307221542228,17,0,1,1,1,15,1,0.5338687434087775,0,12,6.78,0.0
1.619385342789598,17,0,1,0,1,16,1,0.4393080531665364,0,14,6.85,0.0
1.9263157894736844,17,0,0,1,1,21,1,0.8597990369360091,1,25,7.32,0.0
2.0,17,0,0,1,1,22,1,0.9123989734553952,1,17,8.72,0.0
2.0,17,0,1,0,0,2,1,0.6186486696144597,2,17,8.5,2.0
2.0,17,0,1,0,0,3,1,0.8179687500000001,1,15,7.77,0.0
2.0,17,0,1,0,0,4,1,1.0397645063114305,5,10,8.39,0.0
1.8467336683417084,17,0,0,1,0,5,1,1.1284290761840488,2,20,7.35,0.0
1.9664268585131888,17,0,0,0,0,6,1,1.0577352074005897,6,37,8.2,0.0
2.0,17,0,0,1,0,7,1,0.5949129543551693,3,20,7.78,0.0
1.636165577342048,17,0,0,1,0,8,1,0.6444589308996088,1,17,7.51,0.0
1.7679814385150814,17,1,0,1,0,10,1,0.6223540650610891,1,24,7.62,0.0
1.8080568720379149,17,0,0,1,0,11,1,1.0786634066829666,3,20,7.63,0.0
1.9507389162561577,17,0,1,0,0,13,1,1.5419945964994717,3,12,7.92,0.0
2.8687727825030374,17,0,1,0,1,2,1,1.4305398689857691,1,25,7.87,0.0
2.903743315508021,17,0,0,0,1,6,1,0.6524323525062843,1,24,7.24,0.0
2.951672862453532,17,0,0,0,1,8,1,1.1898279479647502,2,36,7.94,0.0
2.962285714285714,17,0,0,1,1,9,1,1.3117443560754665,4,33,8.64,0.0
2.763157894736842,17,1,0,0,1,11,1,0.7964961919342649,2,31,8.05,0.0
2.8970414201183434,17,0,1,0,1,14,1,0.6665045092242637,1,16,8.16,0.0
2.5006119951040398,17,0,1,1,1,15,1,0.7759133964817321,0,18,6.81,0.0
2.950354609929078,17,0,1,0,1,16,1,0.8821581344004416,1,19,8.32,0.0
3.0,17,0,0,1,1,21,1,1.0890571256338428,3,38,8.36,0.0
2.508027523,17,0,0,1,1,22,1,0.7996628739991573,1,26,7.29,0.0
2.9647058823529413,17,0,1,0,0,2,1,1.251435547316544,3,27,8.4,1.5
3.0,17,0,1,0,0,3,1,0.9149505526468876,2,21,7.94,0.0
2.735399284862932,17,0,1,0,0,4,1,0.9975354692599748,3,19,7.65,0.0
2.513819095477387,17,0,0,1,0,5,1,0.9275390142892406,0,29,6.67,0.0
2.9856115107913674,17,0,0,0,0,6,1,1.0362099071776492,7,55,8.3,0.0
3.0,17,0,0,1,0,7,1,0.6618739030646684,2,25,8.39,0.0
2.7908496732026142,17,0,0,1,0,8,1,1.1805242557229272,1,28,8.54,0.0
2.975638051044084,17,1,0,1,0,10,1,0.9685755140950564,4,33,8.55,0.0
3.0,17,0,0,1,0,11,1,0.8625182914082643,2,28,9.11,3.0
3.0,17,0,1,0,0,13,1,1.2019220614637238,2,16,9.05,0.0
3.7910085054678007,17,0,1,0,1,2,1,0.8803971812940423,1,34,7.8,0.0
4.0,17,0,0,0,1,6,1,0.9211718376545036,1,31,7.66,0.0
4.0,17,0,0,0,1,8,1,0.9240896828572536,3,43,11.68,2.0
3.776,17,0,0,1,1,9,1,1.126710047650766,6,47,8.26,0.0
0.4000000000000001,17,0,0,0,1,10,55,0.4,0,8,7.24,0.0
3.5102974828375286,17,1,0,0,1,11,1,0.6650401512336205,1,40,7.67,0.0
3.857988165680474,17,0,1,0,1,14,1,1.0441611591958633,1,20,8.15,0.0
3.1536643026004723,17,0,1,0,1,16,1,0.5612266081437766,0,24,6.67,0.0
3.732057416267943,17,0,0,1,1,21,1,0.6093268609386976,1,45,7.8,0.0
3.3440366972477062,17,0,0,1,1,22,1,0.934108527,1,35,7.29,0.0
3.8776470588235297,17,0,1,0,0,2,1,1.0523930897762674,2,37,8.24,0.0
3.415617128463476,17,0,1,0,0,3,1,0.573877226,0,26,6.78,0.0
3.175208581644815,17,0,1,0,0,4,1,0.4496733571787519,0,22,6.66,0.0
3.5299760191846525,17,0,0,0,0,6,1,0.7079092673989597,1,70,7.36,0.0
3.599523241954708,17,0,0,1,0,7,1,0.967865183871188,2,35,7.55,0.0
3.5860566448801747,17,0,0,1,0,8,1,1.2116418157263733,2,40,8.23,0.0
3.758700696055685,17,1,0,1,0,10,1,0.5557151651959779,3,40,8.1,0.0
3.398895027624309,17,0,1,0,0,13,1,0.8644830155357487,2,21,7.69,0.0
0.2666666666666666,17,0,0,0,0,17,57,0.2666666666666666,1,4,7.22,0.0
0.2666666666666666,17,0,0,0,0,20,57,0.2666666666666666,0,2,6.43,0.0
4.975698663426488,17,0,1,0,1,2,1,1.104025756857264,4,42,8.19,0.0
4.046997389033943,17,0,0,0,1,6,1,0.5165129000653167,0,34,6.2,0.0
3.707191780821918,17,0,0,0,1,8,1,0.5176463781532052,2,49,8.66,0.0
1.4,17,0,0,0,1,10,55,0.6799526500687337,2,14,8.16,1.4
5.0,17,1,0,0,1,11,1,0.8120745422311244,2,47,8.79,0.0
0.8,17,0,1,0,1,13,64,0.8,1,4,7.97,0.0
4.597633136094674,17,0,1,0,1,14,1,1.0978873087464125,3,28,7.77,0.0
4.273049645390071,17,0,1,0,1,16,1,0.6699455516745428,1,29,7.23,0.0
0.8,17,0,0,0,1,17,64,0.8,0,3,7.08,0.0
4.814593301435408,17,0,0,1,1,21,1,0.4618742327104078,1,50,8.05,0.0
5.0,17,0,1,0,0,2,1,1.189632845825716,5,44,9.24,0.0
5.0,17,0,1,0,0,3,1,1.6449714693295292,1,35,8.41,0.0
4.898688915375447,17,0,1,0,0,4,1,0.9914446867001612,1,28,8.22,0.0
5.0,17,0,0,0,0,6,1,0.6826823993846244,1,80,8.61,0.0
4.040524433849821,17,0,0,1,0,7,1,0.2233990549128238,0,38,6.78,0.0
4.003267973856209,17,0,0,1,0,8,1,0.5852041126726288,1,50,7.35,0.0
0.3333333333333333,17,1,0,0,0,9,71,0.3333333333333333,1,3,9.92,0.0
4.834254143646409,17,0,1,0,0,13,1,1.0312123535209723,1,26,8.75,0.0
1.2666666666666666,17,0,0,0,0,17,57,0.7074549481526224,1,9,7.96,1.2666666666666666
1.2666666666666666,17,0,0,0,0,20,57,1.1228151007616791,4,12,8.34,1.2666666666666666
1.0,18,0,1,1,1,2,1,1.0,4,6,8.59,0.0
1.0,18,0,1,0,1,3,1,1.0,0,6,6.99,1.0
1.0,18,0,1,0,1,4,1,1.0,0,5,6.21,0.0
1.0,18,0,1,0,1,5,1,1.0,2,6,8.13,0.0
1.0,18,0,0,0,1,6,1,1.0,0,12,7.01,0.0
1.0,18,1,0,1,1,9,1,1.0,2,4,8.35,1.0
1.0,18,1,0,1,1,10,1,1.0,0,4,6.22,0.0
1.0,18,0,0,1,1,17,1,1.0,2,6,8.12,0.0
1.0,18,0,0,0,1,18,1,1.0,0,9,6.99,0.0
1.0,18,0,0,1,1,20,1,1.0,2,11,7.25,1.0
1.0,20,0,0,0,0,2,1,1.0,1,7,7.87,0.0
1.0,20,0,1,0,0,3,1,1.0,1,6,9.15,0.0
1.0,20,0,1,1,0,5,1,1.0,3,7,7.83,0.0
1.0,20,0,1,0,0,6,1,1.0,0,1,5.73,0.0
1.0,20,1,0,1,0,7,1,1.0,2,7,8.31,0.0
1.0,20,0,0,0,0,8,1,1.0,0,7,6.99,0.0
1.0,20,1,0,1,0,9,1,1.0,4,14,8.25,0.0
1.0,20,1,0,0,0,10,1,1.0,2,10,13.58,0.0
1.0,20,0,0,0,0,18,1,1.0,1,7,8.39,0.0
1.0,20,0,0,1,0,19,1,1.0,0,5,6.68,0.0
1.8440046565774155,18,0,1,1,1,2,1,1.0889301263293123,1,16,7.92,0.0
2.0,18,0,1,0,1,3,1,1.319003140677897,3,16,9.27,0.0
2.0,18,0,1,0,1,4,1,1.349855072463768,1,10,8.94,0.0
2.0,18,0,1,0,1,5,1,0.86227955,1,11,8.46,0.0
2.0,18,0,0,0,1,6,1,1.2655982259852838,1,21,7.17,0.0
2.0,18,1,0,1,1,9,1,0.7961993941063068,1,9,8.78,1.0
2.0,18,1,0,1,1,10,1,1.0858745180511742,1,9,7.34,2.0
2.0,18,0,0,1,1,17,1,1.2263795615250683,3,14,8.95,2.0
2.0,18,0,0,0,1,18,1,1.2186303433557215,1,23,8.4,0.0
2.0,18,0,0,1,1,20,1,0.8192103440314015,2,19,8.65,1.0
1.8602287166454887,20,0,0,0,0,2,1,0.9883129814999214,2,14,7.32,0.0
1.897267759562841,20,0,1,0,0,3,1,1.2219444632119454,1,11,8.68,0.0
1.8237547892720305,20,0,1,1,0,5,1,0.778849265,1,12,7.14,0.0
2.0,20,0,1,0,0,6,1,1.82973009265476,1,7,10.41,0.0
1.7280385078219012,20,1,0,1,0,7,1,0.8926806991323121,1,14,7.18,2.0
2.0,20,0,0,0,0,8,1,1.1405905685323932,2,17,7.5,0.0
1.6872727272727273,20,1,0,1,0,9,1,0.6404503227838135,0,21,6.96,2.0
1.119293078055965,20,1,0,0,0,10,1,1.0729960006955312,1,17,7.6,0.0
2.0,20,0,0,0,0,18,1,1.3264764432647642,4,14,8.81,0.0
2.0,20,0,0,1,0,19,1,1.2936036484881004,1,14,7.5,0.0
2.409778812572759,18,0,1,1,1,2,1,0.2359439731702505,0,18,6.9,0.0
2.1476510067114094,18,0,1,0,1,4,1,0.2296573875802997,0,11,6.4,0.0
3.0,18,0,1,0,1,5,1,0.9930892291245084,3,15,8.59,0.0
2.723849372384937,18,0,0,0,1,6,1,0.2881711122753468,0,23,6.51,0.0
1.9202733485193624,18,1,0,1,1,9,1,0.1023475427279377,0,10,5.62,0.0
2.946866485013624,18,1,0,1,1,10,1,1.2281337335679536,1,15,7.21,0.0
2.4770949720670394,18,0,0,1,1,17,1,0.6698128829276372,1,20,7.39,0.0
2.2928571428571427,18,0,0,0,1,18,1,0.4025543478260869,0,29,6.42,0.0
2.58728323699422,18,0,0,1,1,20,1,0.670789639,1,24,7.46,1.0
2.496823379923761,20,0,0,0,0,2,1,0.6669791327029669,0,20,6.55,0.0
2.4,20,0,1,0,0,3,1,0.2189163795803319,1,12,7.32,0.0
3.0,20,0,1,1,0,5,1,0.6451760402377686,1,15,9.77,0.0
1.8270893371757924,20,0,1,0,0,6,1,1.1824764074194598,0,11,6.34,0.0
2.422382671480144,20,1,0,1,0,7,1,0.3030902440844965,0,17,6.71,0.0
2.508,20,0,0,0,0,8,1,0.5700331018368274,0,22,6.27,0.0
3.0,20,1,0,1,0,9,1,0.5717062290903298,2,23,9.07,1.5
1.5927835051546393,20,1,0,0,0,10,1,0.9636003115926632,1,28,7.21,3.0
1.9682179341657209,20,0,0,0,0,18,1,0.069162514,0,15,5.78,3.0
2.72,20,0,0,1,0,19,1,0.6395681934686247,0,20,6.8,0.0
4.0,18,0,1,1,1,2,1,0.8891502800010229,2,24,10.32,0.0
3.60302049622438,18,0,1,0,1,3,1,1.604475059846597,3,23,8.35,0.0
3.7315436241610738,18,0,1,0,1,4,1,1.33701608232726,2,16,8.34,0.0
3.087310826542492,18,0,1,0,1,5,1,0.7226428079834823,0,19,6.63,0.0
3.9274755927475593,18,0,0,0,1,6,1,0.47742271970472,0,26,7.04,0.0
3.485193621867882,18,1,0,1,1,9,1,1.668888544411719,3,19,7.65,1.3333333333333333
4.0,18,1,0,1,1,10,1,1.0422869388848497,1,19,7.39,2.0
3.539664804469274,18,0,0,1,1,17,1,1.4133814002462834,4,31,7.92,0.0
3.7571428571428567,18,0,0,0,1,18,1,1.3799437542273325,4,41,7.89,0.0
3.6809248554913294,18,0,0,1,1,20,1,1.39555693887873,3,35,7.96,0.0
4.0,20,0,0,0,0,2,1,1.7043413173652695,1,31,8.31,0.0
3.628415300546448,20,0,1,0,0,3,1,1.7764005431565757,3,21,8.3,0.0
3.127942681678608,20,0,1,1,0,5,1,1.0108955620515545,2,19,7.64,0.0
3.047070124879923,20,0,1,0,0,6,1,1.4566521829091663,1,15,7.93,0.0
3.696750902527076,20,1,0,1,0,7,1,1.5555150077547668,2,28,7.68,0.0
4.0,20,0,0,0,0,8,1,1.2685045651981206,1,32,8.08,0.0
3.2282249173098125,20,1,0,1,0,9,1,1.1606278554304066,1,30,7.32,0.0
2.203240058910162,20,1,0,0,0,10,1,0.7437015969406384,1,36,7.48,0.0
3.7185017026106695,20,0,0,0,0,18,1,1.250222816399287,3,22,8.19,0.0
4.0,20,0,0,1,0,19,1,1.2627886341594272,1,28,7.83,0.0
4.368932038834951,18,0,1,0,1,3,1,0.980559647,1,29,8.1,0.0
4.334451901565996,18,0,1,0,1,4,1,0.3270463818802565,1,17,7.75,0.0
5.0,18,0,1,0,1,5,1,0.494954619764361,1,19,9.92,0.0
4.414225941422594,18,0,0,0,1,6,1,0.6864356915409109,0,33,6.33,0.0
0.8,18,0,0,0,1,7,64,0.8,2,6,8.22,0.0
5.0,18,1,0,1,1,10,1,1.6281260484682685,1,27,7.75,0.0
0.1333333333333333,18,0,0,0,1,11,74,0.1333333333333333,1,2,8.11,0.0
